,id,Iforest,LOF,FCA,
339,192-NTFS:\ProgramData\Microsoft\Crypto\RSA\MachineKeys,0,0,1,1
340,84795-NTFS:\Program Files\Common Files\VMware\Drivers\vmci\sockets,0,0,1,1
341,72191-NTFS:\Windows\WinSxS\msil_servicemodelreg_b03f5f7f11d50a3a_6.3.9600.16384_none_65d9f56bc011cfa5\ServiceModelReg.exe,1,0,0,1
342,72651-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-ESN.exe,1,0,0,1
343,42165-NTFS:\Windows\WinSxS\amd64_microsoft-windows-smss-minwin_31bf3856ad364e35_6.3.9600.16384_none_6f1f364dbcc273d3\smss.exe,1,0,0,1
345,34324-NTFS:\Windows\SysWOW64\WindowsPowerShell\v1.0\Modules\BitsTransfer\en-US\about_BITS_Cmdlets.help.txt,0,1,0,1
346,84345-NTFS:\Windows\WinSxS\wow64_microsoft-windows-rascmak_31bf3856ad364e35_6.3.9600.16384_none_0b9f6aee810ca765\cmak.exe,1,0,0,1
347,72778-NTFS:\Windows\WinSxS\x86_microsoft-windows-diskpart_31bf3856ad364e35_6.3.9600.16384_none_fd7829e1b1867c02\diskpart.exe,1,0,0,1
348,73491-NTFS:\ProgramData\Microsoft\User Account Pictures\guest.bmp,0,1,0,1
349,40961-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.17031_none_8d50818ae092fb69\mfpmp.exe,1,0,0,1
350,82584-NTFS:\Windows\WinSxS\amd64_microsoft-windows-telnet-server-tlntsvr_31bf3856ad364e35_6.3.9600.16384_none_af83065ec4c9afaa\tlntsvr.exe,1,0,0,1
351,41225-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-admincmdtools_31bf3856ad364e35_6.3.9600.16384_none_a56c7cc166ff2b2a\rpcinfo.exe,1,0,0,1
352,86966-NTFS:\FileShare\Secret,0,0,1,1
353,72817-NTFS:\Windows\WinSxS\x86_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_6.3.9600.16384_none_6ab9c96f95cbde33\IMCCPHR.exe,1,0,0,1
354,129-NTFS:\Boot\zh-HK,0,0,1,1
355,158-NTFS:\Boot\BCD.LOG,0,1,0,1
356,81351-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_fc5b156e22eb0a7b\wmplayer.exe,1,0,0,1
357,84346-NTFS:\Windows\WinSxS\wow64_microsoft-windows-rascmak_31bf3856ad364e35_6.3.9600.16384_none_0b9f6aee810ca765\rqc.exe,1,0,0,1
358,84366-NTFS:\Windows\WinSxS\wow64_microsoft-windows-tabletpc-inputpanel_31bf3856ad364e35_6.3.9600.17035_none_0cd9138f7fb0c55b\TabTip32.exe,1,0,0,1
360,87092-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\28c8b86deab549a1.customDestinations-ms,0,1,0,1
361,34-NTFS:\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002,0,1,0,1
362,39954-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_01dac51388a3a832\appcmd.exe,1,0,0,1
363,32551-NTFS:\Windows\WinSxS\amd64_microsoft-windows-e..rtingcore.resources_31bf3856ad364e35_6.3.9600.16384_en-us_f3d1eb210ac38e46\erofflps.txt,0,1,0,1
364,86344-NTFS:\Program Files\Common Files\VMware\Drivers\vmxnet3\Win8,0,0,1,1
365,85030-NTFS:\Users\Administrator\AppData\Roaming\Adobe\Flash Player\NativeCache,1,0,0,1
366,83038-NTFS:\Windows\WinSxS\amd64_vmconnect6.2_31bf3856ad364e35_6.3.9600.16384_none_971840a9f05ddeea\vmconnect6.2.exe,1,0,0,1
367,33-NTFS:\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001,0,1,0,1
368,72567-NTFS:\Windows\WinSxS\wow64_microsoft-windows-remoteassistance-exe_31bf3856ad364e35_6.3.9600.16389_none_327022fb0a391569\sdchange.exe,1,0,0,1
369,39466-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fsrm-cli_31bf3856ad364e35_6.3.9600.16384_none_2be2c2a1e7915e9d\filescrn.exe,1,0,0,1
370,85373-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\Burn\Burn,1,0,0,1
371,80503-NTFS:\Windows\WinSxS\amd64_microsoft-windows-asr-setup_31bf3856ad364e35_6.3.9600.16384_none_868321ab2fa2c47c\asrsetup.exe,1,0,0,1
372,37684-NTFS:\Windows\WinSxS\amd64_microsoft-windows-newdev_31bf3856ad364e35_6.3.9600.16384_none_0234ab5f24a01e27\ndadmin.exe,1,0,0,1
373,39980-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_01a7d2cf88c95dc0\iisreset.exe,1,0,0,1
374,80768-NTFS:\Windows\WinSxS\amd64_microsoft-windows-eudcedit_31bf3856ad364e35_6.3.9600.16384_none_4a56e4b093752dad\eudcedit.exe,1,0,0,1
375,37120-NTFS:\Windows\WinSxS\amd64_clientbackup-engine_31bf3856ad364e35_6.3.9600.16384_none_3f06e5ef5ebc928f\WSSBackupRepair.exe,1,0,0,1
376,20490-NTFS:\ProgramData\Package Cache\{F3241984-5A0E-4632-9025-AA16E0780A4B}v14.20.27508\packages,0,0,1,1
377,40967-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-logagent_31bf3856ad364e35_6.3.9600.16384_none_dbfeec4295ffde93\logagent.exe,1,0,0,1
378,43058-NTFS:\Windows\WinSxS\amd64_netfx4-aspnet_wp_exe_b03f5f7f11d50a3a_4.0.9600.16384_none_318e7ea6165a1dc3\aspnet_wp.exe,1,0,0,1
379,41166-NTFS:\Windows\WinSxS\amd64_microsoft-windows-n..ervercmdtools-local_31bf3856ad364e35_6.3.9600.16384_none_65070695007ddc00\nfsfile.exe,1,0,0,1
380,80694-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ndowmanager-process_31bf3856ad364e35_6.3.9600.16384_none_24a5622a996ce4e5\dwm.exe,1,0,0,1
381,73129-NTFS:\Windows\WinSxS\x86_microsoft-windows-wusa_31bf3856ad364e35_6.3.9600.16384_none_41a056043436706a\wusa.exe,1,0,0,1
382,73709-NTFS:\Program Files\Common Files\VMware\Drivers\rawdsk\Win8,0,0,1,1
383,73714-NTFS:\Program Files\Common Files\VMware\Drivers\hgfs\Win8,0,0,1,1
384,35-NTFS:\Boot,0,0,1,1
385,46626-NTFS:\Windows\WinSxS\amd64_updateservices-services_31bf3856ad364e35_6.3.9600.16384_none_6f837e94933e9c39\IISCustomAction.exe,1,0,0,1
386,41764-NTFS:\Windows\WinSxS\amd64_microsoft-windows-rsat-server-for-nis_31bf3856ad364e35_6.3.9600.16384_none_c8d5e04e336a0267\ypclear.exe,1,0,0,1
387,42045-NTFS:\Windows\WinSxS\amd64_microsoft-windows-server-for-nis_31bf3856ad364e35_6.3.9600.16384_none_39b9aedc382f8a1e\niscnfg.exe,1,0,0,1
388,42297-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..iondirectory-server_31bf3856ad364e35_6.3.9600.16460_none_e44c6e76a70e6b41\tssdis.exe,1,0,0,1
389,84339-NTFS:\Windows\WinSxS\wow64_microsoft-windows-r..sistance-dcomserver_31bf3856ad364e35_6.3.9600.16384_none_2b06aa507dea75be\raserver.exe,1,0,0,1
390,72379-NTFS:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_0bfc7d21bd2a1fbb\aspnetca.exe,1,0,0,1
391,73274-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ie-iediag_31bf3856ad364e35_11.0.9600.16384_none_1aa58f097445fa13\iediagcmd.exe,1,0,0,1
392,42242-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..appserver-licensing_31bf3856ad364e35_6.3.9600.16384_none_97747b7f0f546ef4\tlsbln.exe,1,0,0,1
393,81653-NTFS:\Windows\WinSxS\amd64_microsoft-windows-remoteassistance-exe_31bf3856ad364e35_6.3.9600.16384_none_28167736d5dcd4bb\msra.exe,1,0,0,1
394,84232-NTFS:\Windows\WinSxS\msil_provisionshare_31bf3856ad364e35_6.3.9600.16384_none_fb8d9558a4084f9a\ProvisionShare.exe,1,0,0,1
395,86975-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\Secret.lnk,0,1,0,1
396,46747-NTFS:\Windows\WinSxS\amd64_wcf-smsvchost_b03f5f7f11d50a3a_6.3.9600.16384_none_0e7725391286d07d\SMSvcHost.exe,1,0,0,1
397,87051-NTFS:\Users\Administrator\AppData\LocalLow\Microsoft\Windows,1,0,0,1
398,42459-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..cationproxy-service_31bf3856ad364e35_6.3.9600.16384_none_c7da156a50b747be\AppProxy.exe,1,0,0,1
399,81690-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..deployment-configui_31bf3856ad364e35_6.3.9600.16384_none_9eba28ad3f6e0d93\EssentialsRoleConfigWizard.exe,1,0,0,1
400,42664-NTFS:\Windows\WinSxS\amd64_microsoft-windows-wmi-snmp-provider_31bf3856ad364e35_6.3.9600.16384_none_9b79de949ab6c4ea\smi2smir.exe,1,0,0,1
401,39017-NTFS:\Windows\WinSxS\amd64_microsoft-windows-dns-server-dnscmd_31bf3856ad364e35_6.3.9600.16384_none_d7f4981f22184c33\dnscmd.exe,1,0,0,1
402,81350-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_fc28232a2310c009\wmpconfig.exe,1,0,0,1
403,82760-NTFS:\Windows\WinSxS\amd64_microsoft-windows-webcamexperience_31bf3856ad364e35_6.3.9600.16388_none_5dab317c7fc182bd\CameraSettingsUIHost.exe,1,0,0,1
404,39497-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ftp_31bf3856ad364e35_6.3.9600.16384_none_9da9bdfb2c81042a\ftp.exe,1,0,0,1
405,42498-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..wsupdateclient-core_31bf3856ad364e35_7.9.9600.16384_none_422a08d4c13b3f3a\wuauclt.exe,1,0,0,1
406,72395-NTFS:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_0c2f6f65bd046a2d\iissetup.exe,1,0,0,1
407,72375-NTFS:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_0bfc7d21bd2a1fbb\appcmd.exe,1,0,0,1
408,87104-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\imagestore,1,0,0,1
409,84791-NTFS:\Program Files\Common Files\VMware\Drivers\vmci\device\Win8,0,0,1,1
410,86423-NTFS:\Program Files\VMware\VMware Tools\plugins\vmsvc,0,0,1,1
412,86977-NTFS:\System Volume Information\DFSR\database_98E6_491B_E648_FAD0\dfsr.db,0,1,0,1
413,43344-NTFS:\Windows\WinSxS\amd64_productivity-oim_31bf3856ad364e35_6.3.9600.16384_none_32901a2e60cc9da9\OIMUninstallWizard.exe,1,0,0,1
414,38174-NTFS:\Windows\WinSxS\amd64_microsoft-windows-blb-cli-main_31bf3856ad364e35_6.3.9600.16384_none_3c133d2b62fcbed5\wbadmin.exe,1,0,0,1
415,85043-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\TabRoaming,1,0,0,1
416,172-NTFS:\Program Files (x86)\Internet Explorer\SIGNUP,0,0,1,1
417,37094-NTFS:\Windows\WinSxS\amd64_admin-dashboard_31bf3856ad364e35_6.3.9600.17016_none_81cf278062cf6fe8\Dashboard.exe,1,0,0,1
418,81352-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_fc28232a2310c009\wmplayer.exe,1,0,0,1
419,1003-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___2068_1175.jpg,0,1,0,1
420,86274-NTFS:\Windows\assembly\NativeImages_v4.0.30319_64\WsatConfig\da20e14332f9fbc3e179ecc269f1d88e\WsatConfig.ni.exe,0,1,0,1
421,72747-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..ing-management-core_31bf3856ad364e35_6.3.9600.16384_none_bfd3ea8c4658b072\DismHost.exe,1,0,0,1
422,42153-NTFS:\Windows\WinSxS\amd64_microsoft-windows-smbhashgeneration_31bf3856ad364e35_6.3.9600.16384_none_d7527ecdb67bf62c\smbhash.exe,1,0,0,1
423,81413-NTFS:\Windows\WinSxS\amd64_microsoft-windows-n..lancing-commandline_31bf3856ad364e35_6.3.9600.16384_none_a540fdc9ae759bb3\wlbs.exe,1,0,0,1
424,81361-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-setup_31bf3856ad364e35_6.3.9600.16384_none_9eb2298caa81e061\setup_wm.exe,1,0,0,1
425,84471-NTFS:\Windows\WinSxS\x86_microsoft-windows-i..devicescontrolpanel_31bf3856ad364e35_6.3.9600.16384_none_b93f905b64bb42cc\ImagingDevices.exe,1,0,0,1
426,72685-NTFS:\Windows\WinSxS\x86_microsoft-windows-convert_31bf3856ad364e35_6.3.9600.16384_none_31750f42c3ebc93d\autoconv.exe,1,0,0,1
427,72726-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..files-x86-minkernel_31bf3856ad364e35_6.3.9600.17031_none_989f055b7af773be\bootmgr.exe,1,0,0,1
428,40959-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.16384_none_8d1d8f46e0b8b0f7\rrinstaller.exe,1,0,0,1
429,84491-NTFS:\Windows\WinSxS\x86_microsoft-windows-mail-app_31bf3856ad364e35_6.3.9600.16384_none_85f7f20f6b4ec839\WinMail.exe,1,0,0,1
430,82647-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..cquisition-wiawow64_31bf3856ad364e35_6.3.9600.16384_none_bd3e5885c49b07ca\wiawow64.exe,1,0,0,1
431,38308-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..e-japanese-moimeexe_31bf3856ad364e35_6.3.9600.16384_none_2ac8d1b88a3e5601\JpnIME.exe,1,0,0,1
432,38156-NTFS:\Windows\WinSxS\amd64_microsoft-windows-b..ment-windows-minwin_31bf3856ad364e35_6.3.9600.16384_none_40aa0665cff59504\winload.exe,1,0,0,1
433,84612-NTFS:\Windows\WinSxS\x86_microsoft-windows-wpd-shellextension_31bf3856ad364e35_6.3.9600.16384_none_a5c8b131e26347a3\WPDShextAutoplay.exe,1,0,0,1
434,39989-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_01dac51388a3a832\iissetup.exe,1,0,0,1
435,72566-NTFS:\Windows\WinSxS\wow64_microsoft-windows-remoteassistance-exe_31bf3856ad364e35_6.3.9600.16384_none_326b21890a3d96b6\msra.exe,1,0,0,1
436,80588-NTFS:\Windows\WinSxS\amd64_microsoft-windows-charmap_31bf3856ad364e35_6.3.9600.16384_none_e3181d6978522d5c\charmap.exe,1,0,0,1
437,85132-NTFS:\Users\Administrator\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState,1,0,0,1
438,82701-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..sition-uicomponents_31bf3856ad364e35_6.3.9600.16384_none_bfb2df6059429c88\wiaacmgr.exe,1,0,0,1
439,42294-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..iondirectory-server_31bf3856ad364e35_6.3.9600.16384_none_e43acde0a71b0b58\tssdis.exe,1,0,0,1
440,81994-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..ttings-removedevice_31bf3856ad364e35_6.3.9600.16384_none_a41f8e2dc959d3c3\SystemSettingsRemoveDevice.exe,1,0,0,1
441,82758-NTFS:\Windows\WinSxS\amd64_microsoft-windows-web-app-host_31bf3856ad364e35_6.3.9600.16384_none_234e26e2a301ccd1\WWAHost.exe,1,0,0,1
442,33323-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages,0,0,1,1
443,81354-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_fc5b156e22eb0a7b\wmpshare.exe,1,0,0,1
444,72784-NTFS:\Windows\WinSxS\x86_microsoft-windows-errorreportingfaults_31bf3856ad364e35_6.3.9600.16384_none_04a6e1295862e677\WerFault.exe,1,0,0,1
445,84367-NTFS:\Windows\WinSxS\wow64_microsoft-windows-tabletpc-inputpanel_31bf3856ad364e35_6.3.9600.17031_none_0cd512677fb45fff\TabTip32.exe,1,0,0,1
446,20227-NTFS:\ProgramData\Package Cache,0,0,1,1
447,72647-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-CHS.exe,1,0,0,1
448,34294-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ll-preloc.resources_31bf3856ad364e35_6.3.9600.16384_en-us_b270b2627564a35a\default.help.txt,0,1,0,1
449,455-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Local\AutoTrace\Capture,1,0,0,1
450,73100-NTFS:\Windows\WinSxS\x86_microsoft-windows-winre-recoverytools_31bf3856ad364e35_6.3.9600.16384_none_69ed98fb8cc2dfa6\ReAgentc.exe,1,0,0,1
451,477-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\PowerShell\WF\PS,1,0,0,1
452,81545-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ting-tools-printbrm_31bf3856ad364e35_6.3.9600.16384_none_7278887f194b9a3e\PrintBrm.exe,1,0,0,1
453,39302-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..overcluster-clussvc_31bf3856ad364e35_6.3.9600.16384_none_aa8009587582d414\clussvc.exe,1,0,0,1
454,71699-NTFS:\Windows\WinSxS\msil_comsvcconfig_b03f5f7f11d50a3a_6.3.9600.16384_none_0695b04598a5ca34\ComSvcConfig.exe,1,0,0,1
455,41027-NTFS:\Windows\WinSxS\amd64_microsoft-windows-migrationengine_31bf3856ad364e35_6.3.9600.17031_none_49992a01af114dba\mighost.exe,1,0,0,1
456,82181-NTFS:\Windows\WinSxS\amd64_microsoft-windows-store-client-ui-images_31bf3856ad364e35_6.3.9600.16477_none_82cfe56e8c18f85a\tilelarge_textonlybg.png,0,1,0,1
457,84318-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_06afbfc0574bcc76\wmpshare.exe,1,0,0,1
458,81518-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ting-lprportmonitor_31bf3856ad364e35_6.3.9600.16384_none_a4c2018c11c59f79\lpr.exe,1,0,0,1
459,87134-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\DomainSuggestions,1,0,0,1
460,82761-NTFS:\Windows\WinSxS\amd64_microsoft-windows-webcamexperience_31bf3856ad364e35_6.3.9600.16384_none_5da730547fc51d61\CameraSettingsUIHost.exe,1,0,0,1
461,42103-NTFS:\Windows\WinSxS\amd64_microsoft-windows-setup-component_31bf3856ad364e35_6.3.9600.16384_none_22eade5981394f0b\Setup.exe,1,0,0,1
462,38220-NTFS:\Windows\WinSxS\amd64_microsoft-windows-convert_31bf3856ad364e35_6.3.9600.16384_none_8d93aac67c493a73\autoconv.exe,1,0,0,1
463,42412-NTFS:\Windows\WinSxS\amd64_microsoft-windows-tieringengine_31bf3856ad364e35_6.3.9600.16384_none_a0362617386326ce\TieringEngineService.exe,1,0,0,1
464,42913-NTFS:\Windows\WinSxS\amd64_microsoft.windows.s..oviderframeworkbase_31bf3856ad364e35_6.3.9600.16384_none_eecbc9c5260b91b4\RunTask.exe,1,0,0,1
465,87088-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\Low\IE,1,0,0,1
466,42598-NTFS:\Windows\WinSxS\amd64_microsoft-windows-wid_31bf3856ad364e35_6.3.9600.16384_none_986967552fdc62b2\sqlservr.exe,1,0,0,1
467,84155-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\CreatePool.exe,1,0,0,1
468,38125-NTFS:\Windows\WinSxS\amd64_microsoft-windows-autochk_31bf3856ad364e35_6.3.9600.16384_none_d2b24d5495b82963\autochk.exe,1,0,0,1
469,81401-NTFS:\Windows\WinSxS\amd64_microsoft-windows-n..ction_iis_ext_setup_31bf3856ad364e35_6.3.9600.16384_none_cef5c9046fb1fcda\nap-iis-ext-setup.exe,1,0,0,1
470,19534-NTFS:\Windows\WinSxS\amd64_microsoft.windows.powershell.common_31bf3856ad364e35_6.3.9600.16384_none_219db062ef302354\Windows PowerShell (x86).lnk,0,1,0,1
471,34294-NTFS:\Windows\SysWOW64\WindowsPowerShell\v1.0\en-US\default.help.txt,0,1,0,1
472,80490-NTFS:\Windows\WinSxS\amd64_microsoft-windows-a..screencontentserver_31bf3856ad364e35_6.3.9600.16384_none_f805cbc97e7d5109\LockScreenContentServer.exe,1,0,0,1
474,38012-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-DEU.exe,1,0,0,1
475,81216-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ie-setup-support_31bf3856ad364e35_11.0.9600.16384_none_c9961731416ddd5b\ie4uinit.exe,1,0,0,1
476,87108-NTFS:\Users\Administrator\AppData\LocalLow\Microsoft\Internet Explorer,1,0,0,1
477,39467-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fsrm-cli_31bf3856ad364e35_6.3.9600.16384_none_2be2c2a1e7915e9d\storrept.exe,1,0,0,1
478,40834-NTFS:\Windows\WinSxS\amd64_microsoft-windows-m..pathiocontroldriver_31bf3856ad364e35_6.3.9600.16384_none_0e2f9f94f0033fbb\mpclaim.exe,1,0,0,1
479,72378-NTFS:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_0c2f6f65bd046a2d\aspnetca.exe,1,0,0,1
480,85134-NTFS:\Users\Administrator\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed\Settings,1,0,0,1
481,43882-NTFS:\Windows\WinSxS\amd64_serverbackup-ui_31bf3856ad364e35_6.3.9600.16384_none_766d046db5dbe51b\ServerFFR.exe,1,0,0,1
482,87031-NTFS:\Users\Administrator\AppData\Local\ElevatedDiagnostics,1,0,0,1
483,20516-NTFS:\Windows\assembly\NativeImages_v4.0.30319_32\Microsoft.W71daf281#\be26a3df8bcf20be912896fba8462d2f\Microsoft.Workflow.Compiler.ni.exe,0,1,0,1
484,84234-NTFS:\Windows\WinSxS\msil_setupnfsidmap_31bf3856ad364e35_6.3.9600.16384_none_c81202ada37bc3f9\SetupNfsIdMap.exe,1,0,0,1
485,82456-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..nputpersonalization_31bf3856ad364e35_6.3.9600.17031_none_309d65449a25862e\InputPersonalization.exe,1,0,0,1
486,87032-NTFS:\Users\Administrator\AppData\Local\ElevatedDiagnostics\460911090,1,0,0,1
487,85053-NTFS:\Users\Administrator\AppData\Local\Temp\Low,1,0,0,1
488,73670-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\en,0,0,1,1
489,84980-NTFS:\Users\Administrator\AppData\Local\History,1,0,0,1
490,84596-NTFS:\Windows\WinSxS\x86_microsoft-windows-webcamexperience_31bf3856ad364e35_6.3.9600.16384_none_018894d0c767ac2b\CameraSettingsUIHost.exe,1,0,0,1
491,85046-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\PrivacIE\Low,1,0,0,1
492,42613-NTFS:\Windows\WinSxS\amd64_microsoft-windows-wimgapi_31bf3856ad364e35_6.3.9600.16384_none_79ba0274e8d5902a\wimserv.exe,1,0,0,1
493,20560-NTFS:\ProgramData\VMware\VMware VGAuth,0,0,1,1
494,85025-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Internet Explorer.lnk,0,1,0,1
495,38155-NTFS:\Windows\WinSxS\amd64_microsoft-windows-b..vironment-os-loader_31bf3856ad364e35_6.3.9600.16384_none_4be51a3d409de6bc\winload.exe,1,0,0,1
496,75640-NTFS:\Windows\System32\AutoWorkplace.exe,1,0,0,1
497,20573-NTFS:\Program Files\VMware\VMware Tools\VMware VGAuth\schemas,0,0,1,1
498,80197-NTFS:\Windows\WinSxS\wow64_microsoft-windows-gpowershell-exe_31bf3856ad364e35_6.3.9600.16384_none_33a429ffaa0ce664\powershell_ise.exe,1,0,0,1
499,84589-NTFS:\Windows\WinSxS\x86_microsoft-windows-w..sition-uicomponents_31bf3856ad364e35_6.3.9600.16384_none_639443dca0e52b52\wiaacmgr.exe,1,0,0,1
500,38636-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ing-management-core_31bf3856ad364e35_6.3.9600.16384_none_1bf2860ffeb621a8\DismHost.exe,1,0,0,1
501,85118-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows PowerShell.lnk,0,1,0,1
502,183-NTFS:\ProgramData,0,0,1,1
503,82575-NTFS:\Windows\WinSxS\amd64_microsoft-windows-tabletpc-inputpanel_31bf3856ad364e35_6.3.9600.17035_none_0284693d4b500360\TabTip.exe,1,0,0,1
504,42915-NTFS:\Windows\WinSxS\amd64_microsoft.windows.s..oviderframeworkbase_31bf3856ad364e35_6.3.9600.16384_none_eecbc9c5260b91b4\SharedServiceHost.exe,1,0,0,1
505,20494-NTFS:\ProgramData\Package Cache\{4931385B-094D-4DC5-BD6A-5188FE9C51DF}v14.20.27508\packages\vcRuntimeAdditional_amd64,0,0,1,1
506,42017-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-service_31bf3856ad364e35_6.3.9600.17044_none_558f374d78ee3e20\BdeUISrv.exe,1,0,0,1
507,38017-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-guest-installer_31bf3856ad364e35_6.3.9600.16384_none_62636139f5b9fe65\setup.exe,1,0,0,1
508,80197-NTFS:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell_ise.exe,1,0,0,1
509,6-NTFS:\$Bitmap,0,1,0,1
510,73672-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\es,0,0,1,1
511,84420-NTFS:\Windows\WinSxS\x86_microsoft-windows-audio-volumecontrol_31bf3856ad364e35_6.3.9600.16384_none_5ac835ee231394e2\SndVol.exe,1,0,0,1
512,19401-NTFS:\BOOTNXT,0,1,0,1
513,80477-NTFS:\Windows\WinSxS\amd64_microsoft-windows-a..ion-telemetry-agent_31bf3856ad364e35_6.3.9600.16384_none_c32ab1e83a987d3e\aitagent.exe,1,0,0,1
514,87128-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\AppCache\IDUL349A,1,0,0,1
515,84876-NTFS:\Users\Administrator\Pictures,0,1,0,1
516,72799-NTFS:\Windows\WinSxS\x86_microsoft-windows-ftp_31bf3856ad364e35_6.3.9600.16384_none_418b2277742392f4\ftp.exe,1,0,0,1
