,id,Iforest,LOF,FCA,
692,72700-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..ervicing-management_31bf3856ad364e35_6.3.9600.16384_none_f349679f29460084\Dism.exe,1,0,0,1
693,72533-NTFS:\Windows\WinSxS\wow64_microsoft-windows-migrationengine_31bf3856ad364e35_6.3.9600.16384_none_53bae20fe397c543\mighost.exe,1,0,0,1
694,84393-NTFS:\Windows\WinSxS\wow64_microsoft-windows-xpsreachviewer_31bf3856ad364e35_6.3.9600.16384_none_102e5ddd568f49fd\xpsrchvw.exe,1,0,0,1
695,87078-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\Crypto,1,0,0,1
696,80637-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..directplay8-payload_31bf3856ad364e35_6.3.9600.16384_none_f43e487297dc6ad4\dpnsvr.exe,1,0,0,1
697,38030-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-ESN.exe,1,0,0,1
698,72492-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.16384_none_97723999151972f2\rrinstaller.exe,1,0,0,1
699,84406-NTFS:\Windows\WinSxS\wow64_windowssearchengine_31bf3856ad364e35_7.0.9600.16384_none_de0f928be6368663\SearchFilterHost.exe,1,0,0,1
700,39084-NTFS:\Windows\WinSxS\amd64_microsoft-windows-e..seclientsync-server_31bf3856ad364e35_6.3.9600.16459_none_6868a42a4fc47bb4\SyncShareTTSvc.exe,1,0,0,1
701,38601-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ervicing-management_31bf3856ad364e35_6.3.9600.16384_none_4f680322e1a371ba\Dism.exe,1,0,0,1
702,34324-NTFS:\Windows\WinSxS\wow64_microsoft.backgroun..nt.module.resources_31bf3856ad364e35_6.3.9600.16384_en-us_8005c9cd0e19cab8\about_BITS_Cmdlets.help.txt,0,1,0,1
703,42304-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..krecognition-server_31bf3856ad364e35_6.3.9600.16384_none_1f0e416b0bb95b12\hwrcomp.exe,1,0,0,1
704,72532-NTFS:\Windows\WinSxS\wow64_microsoft-windows-migrationengine_31bf3856ad364e35_6.3.9600.17031_none_53edd453e3720fb5\mighost.exe,1,0,0,1
705,39102-NTFS:\Windows\WinSxS\amd64_microsoft-windows-errorreportingfaults_31bf3856ad364e35_6.3.9600.16384_none_60c57cad10c057ad\WerFaultSecure.exe,1,0,0,1
706,38650-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ls-adschemaanalyzer_31bf3856ad364e35_6.3.9600.16384_none_c4b744a60ac9b7ef\ADSchemaAnalyzer.exe,1,0,0,1
707,20274-NTFS:\FileShare\Secret\PortalGunPlans.txt,0,1,0,1
708,41230-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-clientcmdtools_31bf3856ad364e35_6.3.9600.16384_none_4221c32dc469340a\mount.exe,1,0,0,1
709,84182-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\ProvisionVolume.exe,1,0,0,1
710,73610-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Crypto,1,0,0,1
711,42057-NTFS:\Windows\WinSxS\amd64_microsoft-windows-server-for-nis_31bf3856ad364e35_6.3.9600.16384_none_39b9aedc382f8a1e\yppush.exe,1,0,0,1
712,72255-NTFS:\Windows\WinSxS\wow64_clientbackup-restorecdx86_31bf3856ad364e35_6.3.9600.16384_none_ec51d8679260ea57\selectlanguage.exe,1,0,0,1
713,84161-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\msoobe_oem.exe,1,0,0,1
714,85028-NTFS:\Users\Administrator\AppData\Roaming\Adobe,1,0,0,1
715,85110-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\PRICache,1,0,0,1
716,85041-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\Tracking Protection,1,0,0,1
717,86387-NTFS:\Program Files\VMware\VMware Tools\messages\ja,0,0,1,1
718,42907-NTFS:\Windows\WinSxS\amd64_microsoft.windows.s..ials.mediastreaming_31bf3856ad364e35_6.3.9600.16384_none_65f94735a3e4e0d0\MediaStreamingProvider.exe,1,0,0,1
719,72690-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..-commandline-dsdiag_31bf3856ad364e35_6.3.9600.16384_none_e0cec91019a2b45f\dcdiag.exe,1,0,0,1
720,73490-NTFS:\ProgramData\Microsoft\User Account Pictures\user.bmp,0,1,0,1
721,87074-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___2068_1230.jpg,0,1,0,1
722,40044-NTFS:\Windows\WinSxS\amd64_microsoft-windows-isns_service_31bf3856ad364e35_6.3.9600.16384_none_b25d88b7fd726c67\isnscli.exe,1,0,0,1
723,84334-NTFS:\Windows\WinSxS\wow64_microsoft-windows-osk_31bf3856ad364e35_6.3.9600.16384_none_a5cfddc9624679f0\osk.exe,1,0,0,1
724,43970-NTFS:\Windows\WinSxS\amd64_updateservices-common_31bf3856ad364e35_6.3.9600.16384_none_0ec4623b6eae6fb2\WsusUtil.exe,1,0,0,1
725,86965-NTFS:\System Volume Information\DFSR\Config\Volume_A7F6108C-F8FD-11EA-80B5-806E6F6E6963.XML,0,1,0,1
726,80601-NTFS:\Windows\WinSxS\amd64_microsoft-windows-cleanmgr_31bf3856ad364e35_6.3.9600.17031_none_5e3588b0315d2219\cleanmgr.exe,1,0,0,1
727,73676-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\it,0,0,1,1
728,84905-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\WinX\Group3,0,1,0,1
729,38185-NTFS:\Windows\WinSxS\amd64_microsoft-windows-blb-engine-main_31bf3856ad364e35_6.3.9600.17031_none_d4d34846d39139bf\wbengine.exe,1,0,0,1
730,42023-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-tool-exe_31bf3856ad364e35_6.3.9600.16384_none_ead91dc28b4d58dc\manage-bde.exe,1,0,0,1
731,38934-NTFS:\Windows\WinSxS\amd64_microsoft-windows-dedup-service_31bf3856ad364e35_6.3.9600.16384_none_bfb8b8d13d6b64ec\ddpeval.exe,1,0,0,1
732,38910-NTFS:\Windows\WinSxS\amd64_microsoft-windows-dedup-service_31bf3856ad364e35_6.3.9600.16384_none_bfb8b8d13d6b64ec\ddpcli.exe,1,0,0,1
733,30803-NTFS:\Windows\WinSxS\amd64_microsoft-windows-timezone-sync_31bf3856ad364e35_6.3.9600.16384_none_7fef4feef44bdb63\tzsync.exe,1,0,0,1
734,84074-NTFS:\Windows\WinSxS\msil_inspectvhddialog_31bf3856ad364e35_6.3.9600.16384_none_06e2319e7bef549a\InspectVhdDialog.exe,1,0,0,1
735,84188-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\ServerWerOptinDlg.exe,1,0,0,1
736,34324-NTFS:\Windows\System32\WindowsPowerShell\v1.0\Modules\BitsTransfer\en-US\about_BITS_Cmdlets.help.txt,0,1,0,1
737,81511-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..rnetprinting-client_31bf3856ad364e35_6.3.9600.16384_none_7b90c5b89c5a40b6\wpnpinst.exe,1,0,0,1
738,80229-NTFS:\Windows\WinSxS\amd64_adobe-flash-for-windows_31bf3856ad364e35_6.3.9600.16384_none_1c5e44113d869a3d\FlashUtil_ActiveX.exe,1,0,0,1
739,73274-NTFS:\Program Files\Internet Explorer\iediagcmd.exe,0,1,0,1
740,43380-NTFS:\Windows\WinSxS\amd64_productivity-ope_31bf3856ad364e35_6.3.9600.16384_none_3297d27460c58202\OPEWizard.exe,1,0,0,1
741,84891-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Maintenance,0,1,0,1
742,84987-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\UsrClass.dat,0,1,0,1
743,60-NTFS:\Program Files\Common Files,0,0,1,1
744,42014-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-notify_31bf3856ad364e35_6.3.9600.16384_none_0db0cb687bf6c840\fvenotify.exe,1,0,0,1
745,86963-NTFS:\FileShare,0,0,1,1
746,72258-NTFS:\Windows\WinSxS\wow64_clientbackup-restorecdx86_31bf3856ad364e35_6.3.9600.16384_none_ec51d8679260ea57\WSSDriverSetup.exe,1,0,0,1
747,38020-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-FRA.exe,1,0,0,1
748,42620-NTFS:\Windows\WinSxS\amd64_microsoft-windows-winlogon_31bf3856ad364e35_6.3.9600.16384_none_60816121a8e88269\winlogon.exe,1,0,0,1
749,84264-NTFS:\Windows\WinSxS\wow64_microsoft-windows-defrag-adminui_31bf3856ad364e35_6.3.9600.16384_none_9429191b989cbbd8\dfrgui.exe,1,0,0,1
750,80515-NTFS:\Windows\WinSxS\amd64_microsoft-windows-axinstallservice_31bf3856ad364e35_6.3.9600.16391_none_c7b5de2644ef20b7\AxInstUI.exe,1,0,0,1
751,72586-NTFS:\Windows\WinSxS\wow64_microsoft-windows-t..-remoteapplications_31bf3856ad364e35_6.3.9600.16384_none_3d234467a4b959f3\rdpshell.exe,1,0,0,1
752,59-NTFS:\Program Files,0,0,1,1
753,81093-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..ntrolpanel.appxmain_31bf3856ad364e35_6.3.9600.16384_none_0b7c6a736afec8ec\SystemSettings.exe,1,0,0,1
754,40490-NTFS:\Windows\WinSxS\amd64_microsoft-windows-m..essagingcoreservice_31bf3856ad364e35_6.3.9600.16384_none_d3c827c6bc254045\mqsvc.exe,1,0,0,1
755,73682-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\zh_CN,0,0,1,1
756,37977-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.16384_none_210fb36c397c4e2b\hvax64.exe,1,0,0,1
757,72269-NTFS:\Windows\WinSxS\wow64_microsoft-windows-b..re-memorydiagnostic_31bf3856ad364e35_6.3.9600.16384_none_d34858c70cf5232d\memtest.exe,1,0,0,1
758,72544-NTFS:\Windows\WinSxS\wow64_microsoft-windows-nap-oobshv_31bf3856ad364e35_6.3.9600.16384_none_8ef4e3774c03bb66\shvcnfg.exe,1,0,0,1
759,46820-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_d3edda7db1b00eda\SearchIndexer.exe,1,0,0,1
760,72565-NTFS:\Windows\WinSxS\wow64_microsoft-windows-remoteassistance-exe_31bf3856ad364e35_6.3.9600.16389_none_327022fb0a391569\msra.exe,1,0,0,1
761,71935-NTFS:\Windows\WinSxS\msil_microsoft.identityserver.servicehost_31bf3856ad364e35_6.3.9600.16384_none_877b8761d002140c\Microsoft.IdentityServer.ServiceHost.exe,1,0,0,1
762,82062-NTFS:\Windows\WinSxS\amd64_microsoft-windows-smtpsvc-common_31bf3856ad364e35_6.3.9600.16384_none_21d87f780fff4c1e\regtrace.exe,1,0,0,1
763,79041-NTFS:\Windows\WinSxS\amd64_microsoft-windows-gpowershell-exe_31bf3856ad364e35_6.3.9600.16384_none_294f7fad75ac2469\powershell_ise.exe,1,0,0,1
764,87027-NTFS:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Network\Connections\Pbk\_hiddenPbk,1,0,0,1
765,191-NTFS:\ProgramData\Microsoft\Crypto\RSA,0,0,1,1
766,81474-NTFS:\Windows\WinSxS\amd64_microsoft-windows-osk_31bf3856ad364e35_6.3.9600.16384_none_9b7b33772de5b7f5\osk.exe,1,0,0,1
767,38206-NTFS:\Windows\WinSxS\amd64_microsoft-windows-certificateservices-ca_31bf3856ad364e35_6.3.9600.16384_none_cbc5c27e1e5c9156\certsrv.exe,1,0,0,1
768,82047-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-unlock_31bf3856ad364e35_6.3.9600.16384_none_55541111006feecb\bdeunlock.exe,1,0,0,1
769,42306-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..krecognition-server_31bf3856ad364e35_6.3.9600.16384_none_1f0e416b0bb95b12\hwrreg.exe,1,0,0,1
770,3-NTFS:\$Volume,0,1,0,1
771,86445-NTFS:\Program Files\VMware\VMware Tools\plugins\common,0,0,1,1
772,82462-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..nputpersonalization_31bf3856ad364e35_6.3.9600.17031_none_309d65449a25862e\ShapeCollector.exe,1,0,0,1
773,84436-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..directplay4-payload_31bf3856ad364e35_6.3.9600.16384_none_f50cfbf7a3c23582\dplaysvr.exe,1,0,0,1
774,82684-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..pdateclient-activex_31bf3856ad364e35_7.9.9600.16384_none_d24603617ab2ca39\wuapp.exe,1,0,0,1
775,72337-NTFS:\Windows\WinSxS\wow64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_6.3.9600.16384_none_549707ea094fd57a\IMTCPROP.exe,1,0,0,1
776,84246-NTFS:\Windows\WinSxS\wow64_adobe-flash-for-windows_31bf3856ad364e35_6.3.9600.16384_none_26b2ee6371e75c38\FlashUtil_ActiveX.exe,1,0,0,1
777,27-NTFS:\$Extend\$RmMetadata,0,1,0,1
778,84258-NTFS:\Windows\WinSxS\wow64_microsoft-windows-cleanmgr_31bf3856ad364e35_6.3.9600.17031_none_688a330265bde414\cleanmgr.exe,1,0,0,1
779,82243-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..alservices-webproxy_31bf3856ad364e35_6.3.9600.16384_none_22360ae42c468627\TSWbPrxy.exe,1,0,0,1
780,82084-NTFS:\Windows\WinSxS\amd64_microsoft-windows-soundrecorder_31bf3856ad364e35_6.3.9600.16384_none_8fc7a5ae06da6033\SoundRecorder.exe,1,0,0,1
781,84486-NTFS:\Windows\WinSxS\x86_microsoft-windows-ieinstal_31bf3856ad364e35_11.0.9600.16384_none_90429fa7bc398038\ieinstal.exe,1,0,0,1
782,87091-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\History\Low\History.IE5,1,0,0,1
783,81747-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..settings-adminflows_31bf3856ad364e35_6.3.9600.17031_none_4dcf554c5dc518dd\SystemSettingsAdminFlows.exe,1,0,0,1
784,84978-NTFS:\Users\Administrator\AppData\Local\Application Data,1,0,0,1
785,42227-NTFS:\Windows\WinSxS\amd64_microsoft-windows-sysprep_31bf3856ad364e35_6.3.9600.16384_none_e03d00cfcc71e7d2\sysprep.exe,1,0,0,1
786,82281-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..ices-appcompattools_31bf3856ad364e35_6.3.9600.16384_none_e3ddef9c3fb5705d\TSAppInstall.exe,1,0,0,1
787,19535-NTFS:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell (x86).lnk,0,1,0,1
788,84319-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_067ccd7c57718204\wmpshare.exe,1,0,0,1
789,43307-NTFS:\Windows\WinSxS\amd64_productivity-hostedemail_31bf3856ad364e35_6.3.9600.16384_none_02d502d475d8b587\Wssg.HostedEmailConfigureWizard.exe,1,0,0,1
790,39490-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fsrm-service_31bf3856ad364e35_6.3.9600.16384_none_918fbe599aae95d6\fsrmmsvr.exe,1,0,0,1
791,25-NTFS:\$Extend\$ObjId,0,1,0,1
792,85570-NTFS:\Users\Administrator\AppData\Local\Microsoft_Corporation\ServerManager.exe_StrongName_m3xk0k0ucj0oj3ai2hibnhnv4xobnimj,1,0,0,1
793,39986-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_01a7d2cf88c95dc0\iisrstas.exe,1,0,0,1
794,86381-NTFS:\Program Files\VMware\VMware Tools\messages\es,0,0,1,1
795,42047-NTFS:\Windows\WinSxS\amd64_microsoft-windows-server-for-nis_31bf3856ad364e35_6.3.9600.16384_none_39b9aedc382f8a1e\nismap.exe,1,0,0,1
796,80516-NTFS:\Windows\WinSxS\amd64_microsoft-windows-axinstallservice_31bf3856ad364e35_6.3.9600.16384_none_c7c3aef044e450cb\AxInstUI.exe,1,0,0,1
797,82189-NTFS:\Windows\WinSxS\amd64_microsoft-windows-store-client-ui-wshost_31bf3856ad364e35_6.3.9600.16384_none_04418e7c83ec6c33\WSHost.exe,1,0,0,1
798,82224-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..-licensingadminpack_31bf3856ad364e35_6.3.9600.16384_none_34fe6412837c47c9\LicMgr.exe,1,0,0,1
799,2-NTFS:\$LogFile,0,1,0,1
800,72489-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.17031_none_97a52bdd14f3bd64\mfpmp.exe,1,0,0,1
801,76697-NTFS:\Windows\System32\catroot2\dberr.txt,0,1,0,1
802,84368-NTFS:\Windows\WinSxS\wow64_microsoft-windows-tabletpc-inputpanel_31bf3856ad364e35_6.3.9600.16384_none_0ca220237fda158d\TabTip32.exe,1,0,0,1
803,85129-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\1033,1,0,0,1
804,84652-NTFS:\Windows\Panther\setup.exe,0,1,0,1
805,84601-NTFS:\Windows\WinSxS\x86_microsoft-windows-wlan-extension_31bf3856ad364e35_6.3.9600.16384_none_8e82f3b53ef31e3a\wlanext.exe,1,0,0,1
806,85007-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\SystemCertificates\My\CTLs,1,0,0,1
807,46745-NTFS:\Windows\WinSxS\amd64_wcf-servicemodelreg_b03f5f7f11d50a3a_6.3.9600.16384_none_87ad4b2b22b6b837\ServiceModelReg.exe,1,0,0,1
808,84316-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_06afbfc0574bcc76\wmplayer.exe,1,0,0,1
809,11-NTFS:\$Extend,0,1,0,1
810,81206-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ie-ielowutil_31bf3856ad364e35_11.0.9600.16384_none_0a3b6e33542f4e18\ielowutil.exe,1,0,0,1
811,72727-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..files-x64-minkernel_31bf3856ad364e35_6.3.9600.17031_none_a05e752167ad05ce\bootmgr.exe,1,0,0,1
812,41751-NTFS:\Windows\WinSxS\amd64_microsoft-windows-remoteassistance-exe_31bf3856ad364e35_6.3.9600.16389_none_281b78a8d5d8536e\msra.exe,1,0,0,1
813,72260-NTFS:\Windows\WinSxS\wow64_clientdeployment-pa..ex86-win7.resources_31bf3856ad364e35_6.3.9600.16384_en-us_5b9de55faa7c343a\ComputerConnector.exe,1,0,0,1
814,32551-NTFS:\Windows\SysWOW64\en-US\erofflps.txt,0,1,0,1
815,72654-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-JPN.exe,1,0,0,1
816,86982-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\ConnectedSearch\Templates,1,0,0,1
817,20565-NTFS:\ProgramData\VMware\RawdskCompatibility,0,0,1,1
818,82081-NTFS:\Windows\WinSxS\amd64_microsoft-windows-snippingtool-app_31bf3856ad364e35_6.3.9600.16384_none_8a82623a5d99fa56\SnippingTool.exe,1,0,0,1
819,84233-NTFS:\Windows\WinSxS\msil_provisionstorage_31bf3856ad364e35_6.3.9600.16384_none_640cd3ed2b5938e6\ProvisionStorage.exe,1,0,0,1
820,42004-NTFS:\Windows\WinSxS\amd64_microsoft-windows-scripting_31bf3856ad364e35_6.3.9600.16384_none_3926b320d450f7ef\cscript.exe,1,0,0,1
821,86968-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9b9cdc69c1c24e2b.automaticDestinations-ms,0,1,0,1
822,80491-NTFS:\Windows\WinSxS\amd64_microsoft-windows-a..screencontentserver_31bf3856ad364e35_6.3.9600.17031_none_f838be0d7e579b7b\LockScreenContentServer.exe,1,0,0,1
823,84285-NTFS:\Windows\WinSxS\wow64_microsoft-windows-i..etexplorer-optional_31bf3856ad364e35_11.0.9600.16384_none_a6d068b8c51b1dbc\iexplore.exe,1,0,0,1
824,84624-NTFS:\ProgramData\Microsoft\User Account Pictures\Administrator.dat,0,0,1,1
825,72653-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-FRA.exe,1,0,0,1
826,72780-NTFS:\Windows\WinSxS\x86_microsoft-windows-errorreportingcore_31bf3856ad364e35_6.3.9600.16384_none_b516769d217dd127\wermgr.exe,1,0,0,1
827,84230-NTFS:\Windows\WinSxS\msil_nfsconfigguide_31bf3856ad364e35_6.3.9600.16384_none_c0e6dfa57f1d3d2b\NfsConfigGuide.exe,1,0,0,1
828,43342-NTFS:\Windows\WinSxS\amd64_productivity-oim_31bf3856ad364e35_6.3.9600.16384_none_32901a2e60cc9da9\OIMGettingStartedWizard.exe,1,0,0,1
829,73707-NTFS:\Program Files\Common Files\VMware\Drivers,0,0,1,1
830,86296-NTFS:\Program Files\Common Files\VMware\Drivers\video_wddm\Vista,0,0,1,1
831,82067-NTFS:\Windows\WinSxS\amd64_microsoft-windows-smtpsvc-common_31bf3856ad364e35_6.3.9600.16384_none_21d87f780fff4c1e\smtpsetup.exe,1,0,0,1
832,41544-NTFS:\Windows\WinSxS\amd64_microsoft-windows-r..pdate-oob-component_31bf3856ad364e35_6.3.9600.16496_none_de4c2144785f4fe7\rdvgm.exe,1,0,0,1
833,80916-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fax-service_31bf3856ad364e35_6.3.9600.16384_none_9de1f9c8544072e5\FXSUNATD.exe,1,0,0,1
834,73668-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\de,0,0,1,1
835,23746-NTFS:\Users\Default\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini,0,1,0,1
836,136-NTFS:\Boot\Fonts,0,0,1,1
837,39864-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-adminservice_31bf3856ad364e35_6.3.9600.16384_none_4b264a32cbb3d792\WMSvc.exe,1,0,0,1
838,81205-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ie-ieetwcollector_31bf3856ad364e35_11.0.9600.16384_none_c6dbf8e4e5bb5bc5\ieetwcollector.exe,1,0,0,1
839,19665-NTFS:\Users\Public\Desktop\desktop.ini,0,1,0,1
840,81443-NTFS:\Windows\WinSxS\amd64_microsoft-windows-notepadwin_31bf3856ad364e35_6.3.9600.16384_none_33882ce9cf04143d\notepad.exe,1,0,0,1
